timestamp,device_id,file_ops,process_creations,registry_edits,network_calls,avg_entropy,autorun_present,macro_exec,signed_binary,sandbox_score,label
1734359789,USB-2296,13,1,0,3,4.277776796152825,0,0,1,0.6129179185083014,0
1734359790,USB-7469,84,7,10,16,6.52348557168948,1,0,0,1.0,1
1734359791,USB-7576,12,2,1,4,4.719423490226347,0,0,1,0.7868335163291867,0
1734359792,USB-2683,10,2,2,2,5.005041579926055,0,0,1,0.5833682576922763,0
1734359793,USB-3119,8,1,0,8,4.23902939242126,0,0,1,0.5581171727962885,0
1734359794,USB-7028,11,1,2,3,4.1501078876567625,0,0,1,0.6398753882513145,0
1734359795,USB-7542,10,3,1,3,5.567802211663361,0,0,1,0.4017661656891549,0
1734359796,USB-5429,11,2,0,1,5.8060379063900704,0,0,1,0.2233542809687737,0
1734359797,USB-5615,17,2,2,1,5.71732116889738,0,0,1,0.6477790904425121,0
1734359798,USB-8554,73,2,7,16,7.228835060018034,1,0,0,1.0,1
1734359799,USB-7835,78,8,6,14,6.963809941794015,1,0,1,1.0,1
1734359800,USB-1372,8,1,0,3,6.1261302890386435,0,0,0,0.6178670471078123,0
1734359801,USB-3396,13,3,1,6,4.5250278166775155,0,0,1,0.6451029715720202,0
1734359802,USB-5615,72,4,2,16,6.962564329602076,0,0,0,1.0,1
1734359803,USB-4214,89,15,5,23,6.446284519762146,0,0,1,1.0,1
1734359804,USB-3234,12,0,1,1,5.069947679871692,0,0,1,0.13686954535195223,0
1734359805,USB-8441,16,0,0,5,5.36703915086567,0,0,1,0.6261324039549421,0
1734359806,USB-9478,13,2,0,3,5.463099383046942,0,0,1,0.5346309203977359,0
1734359807,USB-5462,10,0,2,1,5.231469963394434,0,0,1,0.5782171805405073,0
1734359808,USB-9353,89,7,5,16,5.699705782246655,0,0,0,1.0,1
1734359809,USB-5287,67,6,4,15,5.311738735930945,0,0,1,1.0,1
1734359810,USB-4649,89,3,5,14,6.911044405906811,1,0,0,1.0,1
1734359811,USB-1739,83,8,2,12,6.062692289653121,1,0,0,1.0,1
1734359812,USB-8564,91,8,5,10,6.335854043670689,1,1,0,1.0,1
1734359813,USB-3581,11,1,1,1,4.845790599452061,0,0,1,0.41956688855708146,0
1734359814,USB-4366,10,2,0,1,3.9230909077698377,0,0,1,0.5594766755992293,0
1734359815,USB-9199,103,9,3,16,6.856638983206285,1,0,1,1.0,1
1734359816,USB-7879,13,1,0,2,5.852972293902285,0,0,1,0.4257005159840981,0
1734359817,USB-2205,66,3,3,13,6.66729826125235,1,1,0,1.0,1
1734359818,USB-2855,86,8,2,12,6.729075539080385,1,0,0,1.0,1
1734359819,USB-1818,8,1,0,7,4.724835790143886,0,0,1,0.4425338523260468,0
1734359820,USB-6237,8,2,0,1,4.641600156431068,0,0,1,0.4841691386152068,0
1734359821,USB-2627,82,9,11,18,6.325473953531153,0,0,0,1.0,1
1734359822,USB-8777,78,3,6,16,6.2021057192397215,0,0,0,1.0,1
1734359823,USB-2111,66,7,2,13,6.182973219093599,0,0,0,1.0,1
1734359824,USB-4810,10,1,1,1,4.402441977573591,0,0,1,0.36424538380473137,0
1734359825,USB-1519,98,7,3,18,7.30192748297414,1,0,0,1.0,1
1734359826,USB-8373,8,1,3,1,4.255846293383025,0,0,0,0.4275176071200598,0
1734359827,USB-4969,71,5,4,9,7.245632179235397,0,0,0,1.0,1
1734359828,USB-4508,8,2,2,5,4.537813434803799,0,0,1,0.6316059926334847,0
1734359829,USB-8140,10,2,0,1,5.090915337742144,0,0,1,0.596319745048599,0
1734359830,USB-3264,66,3,8,14,7.733668691807882,0,0,1,1.0,1
1734359831,USB-2366,9,1,1,2,5.039540753939945,0,0,1,0.40293458809149724,0
1734359832,USB-9130,11,0,0,8,6.829478759028368,0,0,1,0.6312105776993238,0
1734359833,USB-7293,8,1,0,0,5.547922411779642,1,0,1,0.3040981583131282,0
1734359834,USB-3659,8,0,1,1,4.890656571200017,0,0,1,0.2175927802350055,0
1734359835,USB-2880,11,1,2,5,5.326291532435393,0,0,0,1.0,0
1734359836,USB-3145,9,3,0,1,5.188463213887921,0,0,0,0.3611750687104066,0
1734359837,USB-9603,11,3,1,2,4.5829411804069595,0,0,1,0.6553211181778529,0
1734359838,USB-8708,10,1,0,1,5.2050493495908565,0,0,1,0.0,0
1734359839,USB-9623,13,2,0,1,6.096601314266498,0,0,0,0.5061497472177184,0
1734359840,USB-9376,7,4,1,6,5.812465612263962,0,0,1,0.6844477317891797,0
1734359841,USB-1361,89,10,4,17,5.556464751240517,0,0,0,1.0,1
1734359842,USB-6890,95,5,7,10,6.556101352969794,1,1,0,1.0,1
1734359843,USB-3001,8,1,1,4,5.767074860452821,0,0,1,0.4213791185957846,0
1734359844,USB-8969,77,7,6,17,7.352276078136952,1,0,1,1.0,1
1734359845,USB-6147,6,0,2,7,4.546957288450625,0,0,1,0.4854966864894552,0
1734359846,USB-3625,65,11,6,17,7.862515882170586,1,0,0,1.0,1
1734359847,USB-1561,12,2,2,2,5.43223430788087,0,0,1,0.6475869105263481,0
1734359848,USB-4564,12,1,0,2,5.786722408582927,0,0,1,0.649812928249907,0
1734359849,USB-4011,70,6,9,15,7.845278900410992,0,0,0,1.0,1
1734359850,USB-9465,73,3,6,13,7.154687554541927,0,0,0,1.0,1
1734359851,USB-8651,8,2,0,2,4.686724641878585,0,0,1,0.48118095287937895,0
1734359852,USB-9758,10,0,1,9,5.81895641698924,0,0,1,0.49176539348086357,0
1734359853,USB-4632,4,1,0,4,5.766891499779565,0,0,1,0.31992599118197584,0
1734359854,USB-3766,82,8,8,15,7.366915259087362,0,0,0,1.0,1
1734359855,USB-2031,15,3,0,3,5.935319272561949,0,0,1,0.7230194263775943,0
1734359856,USB-1329,7,1,1,3,5.126285107300282,0,1,0,0.2894816303114772,0
1734359857,USB-9089,10,1,0,2,5.837702684715583,0,0,0,0.069220108828082,0
1734359858,USB-3743,14,2,1,2,4.274002695165534,0,0,1,0.7739366376155317,0
1734359859,USB-7942,9,1,0,2,5.7547924004984745,0,0,0,0.21273350957189463,0
1734359860,USB-7769,11,2,0,2,5.714622752403763,0,0,1,0.632144187896521,0
1734359861,USB-3365,8,1,0,5,5.77666303579899,0,0,1,0.5601128309418583,0
1734359862,USB-5894,10,0,1,1,5.871577690169098,0,0,1,0.3653894980157747,0
1734359863,USB-2929,5,1,0,4,6.578462146464392,0,0,1,0.5842246301060576,0
1734359864,USB-6144,12,1,1,2,4.9525598429959965,0,0,0,0.2822664913302986,0
1734359865,USB-6463,96,9,7,18,6.629355915234222,0,0,0,1.0,1
1734359866,USB-1871,83,7,4,13,7.336776264114961,1,0,0,1.0,1
1734359867,USB-9606,15,0,1,1,5.2694424202013455,0,0,0,0.3151300320921792,0
1734359868,USB-5113,99,4,11,12,6.406249903729945,1,0,0,1.0,1
1734359869,USB-1322,68,5,7,8,5.912972878346166,1,0,0,1.0,1
1734359870,USB-8868,15,1,0,1,5.5577710081731455,0,0,1,0.37311095001456407,0
1734359871,USB-6424,85,7,3,17,7.101287639705883,1,0,0,1.0,1
1734359872,USB-3780,15,1,1,3,5.117102745320288,0,0,0,0.6795263487558367,0
1734359873,USB-8553,81,11,1,11,5.866046639911273,0,1,0,1.0,1
1734359874,USB-1606,10,3,0,4,5.768543268137712,1,0,1,0.6813718642399019,0
1734359875,USB-8863,9,2,0,4,6.619533835615499,0,0,1,0.38032974474721726,0
1734359876,USB-3994,69,11,13,20,6.08355270886177,0,0,0,1.0,1
1734359877,USB-6151,12,2,0,1,5.142627666981705,0,0,1,0.5804418948969836,0
1734359878,USB-3085,10,1,0,2,5.151287908709915,0,0,1,0.5657109296561894,0
1734359879,USB-3688,6,2,1,5,4.4159257505398735,0,1,1,0.5514150530126357,0
1734359880,USB-8902,12,1,1,4,6.146304069785291,0,0,1,0.31858382495681115,0
1734359881,USB-8651,13,1,1,3,4.360976787451773,0,0,1,0.4006514055503083,0
1734359882,USB-7637,68,5,7,15,5.958411462228082,0,0,0,1.0,1
1734359883,USB-4310,92,8,1,9,4.8211725664170935,1,0,0,1.0,1
1734359884,USB-4890,9,0,1,3,5.035637105383402,1,0,1,0.37857064583789246,0
1734359885,USB-4126,94,10,3,10,7.382257394607984,1,0,1,1.0,1
1734359886,USB-5563,8,0,2,5,5.914636275148423,0,1,1,0.7346405345436167,0
1734359887,USB-6063,10,3,3,4,5.799147417354717,0,0,1,0.56300198377826,0
1734359888,USB-2545,10,0,1,5,5.497134968202931,0,0,1,0.20500418844095775,0
1734359889,USB-3598,10,1,1,1,4.632906543125282,0,0,1,0.5901718993203088,0
1734359890,USB-3474,73,8,13,16,7.700386369588886,1,1,1,1.0,1
1734359891,USB-6801,13,2,1,8,5.089093201964289,0,0,0,0.885762198553579,0
1734359892,USB-1489,5,4,0,3,5.050126194524372,0,0,1,0.6214173273774425,0
1734359893,USB-4209,11,2,2,3,4.805392269661939,0,0,1,0.3599635925652246,0
1734359894,USB-5443,75,10,2,11,7.628699868342724,1,0,0,1.0,1
1734359895,USB-1152,12,1,0,4,5.483389810528401,0,0,1,0.5567002104484003,0
1734359896,USB-8739,9,3,2,5,4.461684032154681,0,0,0,1.0,0
1734359897,USB-7573,89,8,5,10,5.913577784242754,1,0,0,1.0,1
1734359898,USB-6889,8,2,1,3,3.898841485036572,0,0,1,0.5091564395525212,0
1734359899,USB-5328,9,1,1,2,4.911771140582795,0,0,1,0.5377916703136304,0
1734359900,USB-3015,90,3,4,18,6.338571188343719,0,1,0,1.0,1
1734359901,USB-3678,84,10,4,13,6.259319718064731,1,0,0,1.0,1
1734359902,USB-4300,7,2,0,1,5.461297852667736,0,0,1,0.2706696019602728,0
1734359903,USB-7570,10,1,1,3,4.389438421739353,0,0,1,0.6408210851628946,0
1734359904,USB-5982,6,0,1,5,5.410982166084713,0,0,1,0.40879184897452936,0
1734359905,USB-2863,9,1,0,4,5.593304286294742,0,0,1,0.4402096887763808,0
1734359906,USB-4681,82,4,8,16,6.468631632458407,1,1,0,1.0,1
1734359907,USB-4550,9,1,1,3,5.101181107709997,0,0,1,0.8281326168881333,0
1734359908,USB-8767,88,6,6,17,6.922779453758319,0,0,0,1.0,1
1734359909,USB-5714,13,2,0,4,5.052461640708477,0,0,1,0.6217774954578517,0
1734359910,USB-4848,15,0,1,1,4.032419163830202,0,0,1,0.4357428647916707,0
1734359911,USB-2786,80,6,1,20,6.434437084412692,0,0,0,1.0,1
1734359912,USB-4525,88,8,10,15,7.778444911506927,0,0,0,1.0,1
1734359913,USB-5824,82,3,5,15,5.5927536736699555,0,0,0,1.0,1
1734359914,USB-3431,11,1,0,7,5.71632450085413,0,0,1,0.6848397174158277,0
1734359915,USB-9796,9,0,1,2,3.671625898898845,0,0,0,0.4736919214982612,0
1734359916,USB-3721,86,7,3,13,6.2499396749582985,0,1,0,1.0,1
1734359917,USB-8495,13,3,0,3,4.702042738510799,0,0,0,0.5373215885031305,0
1734359918,USB-8803,13,3,1,7,3.954901665281903,0,0,1,0.9070420256733345,0
1734359919,USB-8943,7,1,3,1,4.576180264941337,0,0,1,0.48250254904786866,0
1734359920,USB-9098,70,7,4,24,7.199893169457354,1,0,0,1.0,1
1734359921,USB-2551,10,0,2,4,4.750548355625475,0,0,1,0.6089409614855464,0
1734359922,USB-8731,15,1,0,5,5.334112376741867,0,0,1,0.7940479523356053,0
1734359923,USB-3834,11,4,0,2,5.7638851229935515,0,0,1,0.6961696328145908,0
1734359924,USB-2048,83,6,3,12,6.31626984396752,1,0,0,1.0,1
1734359925,USB-4955,5,1,1,3,5.814533901027902,0,0,1,0.3895932420336014,0
1734359926,USB-3218,80,9,10,20,7.53011793193976,1,1,0,1.0,1
1734359927,USB-4600,10,1,0,4,5.226272853118821,0,0,0,0.39797762500256784,0
1734359928,USB-6918,12,1,1,6,4.097304502439491,0,0,0,0.6449377699863258,0
1734359929,USB-2782,77,13,6,7,6.137737213706946,1,0,0,1.0,1
1734359930,USB-7907,10,3,0,6,4.755677632221206,0,0,1,0.7865737004204411,0
1734359931,USB-5927,8,2,0,2,4.989735003513352,0,0,1,0.41057555397676104,0
1734359932,USB-3076,81,6,7,19,7.340527861092653,0,0,0,1.0,1
1734359933,USB-3519,10,0,1,6,5.186097987410698,0,0,1,0.6744279341292886,0
1734359934,USB-3253,7,7,0,5,4.333965313294106,0,0,1,0.5056559265211181,0
1734359935,USB-9924,72,9,4,19,7.7086684278865025,1,1,0,1.0,1
1734359936,USB-2122,7,2,1,3,6.038220031648769,0,0,1,0.38402073504983353,0
1734359937,USB-3757,14,0,0,2,4.695965949588652,1,0,0,0.27460652419238385,0
1734359938,USB-1753,13,1,0,3,5.174124326605925,0,0,1,0.4144557971605319,0
1734359939,USB-2769,76,5,3,19,5.752502747322456,0,0,0,1.0,1
1734359940,USB-7998,8,3,0,1,4.690808177965906,0,0,1,0.5661132692590259,0
1734359941,USB-5589,13,0,1,5,5.221740926912208,0,0,0,0.6233037135451513,0
1734359942,USB-8881,10,0,0,5,5.042472374420786,0,0,1,0.49270011914654854,0
1734359943,USB-4786,13,1,1,1,6.1373933864688865,0,0,1,0.26688052579925414,0
1734359944,USB-8991,14,1,0,0,5.975541517505955,0,0,1,0.5267732712870982,0
1734359945,USB-8653,8,0,1,2,4.653574499865897,0,0,1,0.32273902338885463,0
1734359946,USB-1322,12,0,0,4,4.745797260707271,0,0,1,0.5557206839020606,0
1734359947,USB-3149,77,9,5,13,6.824230918033914,1,1,0,1.0,1
1734359948,USB-7060,18,1,2,3,5.36856684786106,0,0,1,0.6737409324371748,0
1734359949,USB-4628,86,2,8,17,6.792531653472567,0,0,0,1.0,1
1734359950,USB-4546,7,2,2,2,3.9544974444081564,0,0,1,0.5744397393835345,0
1734359951,USB-1436,7,2,2,1,5.469966822093121,0,0,1,0.6617442578090257,0
1734359952,USB-8083,12,2,2,5,4.691811630861563,0,0,1,1.0,0
1734359953,USB-1223,11,0,0,1,6.0116171020788,0,0,1,0.4844975216670978,0
1734359954,USB-7044,6,1,0,5,5.63705230689745,0,0,1,0.3209049838032717,0
1734359955,USB-7965,83,7,1,16,5.631419810207154,0,1,0,1.0,1
1734359956,USB-7006,11,1,0,4,4.634910593111419,0,0,1,0.7022926538502805,0
1734359957,USB-5768,10,2,0,2,5.693450780277102,0,0,1,0.7209349634051117,0
1734359958,USB-1950,81,7,7,19,6.276547231535758,0,1,0,1.0,1
1734359959,USB-9535,7,2,0,7,3.803533074441324,0,0,1,0.6612160211390234,0
1734359960,USB-9221,3,2,0,1,4.45014832215176,0,0,0,0.17621673079435177,0
1734359961,USB-4715,11,2,0,5,5.567359816947085,0,0,1,0.6669176456618222,0
1734359962,USB-8924,15,1,0,6,5.741070522872866,0,0,1,0.9832579586898479,0
1734359963,USB-3346,11,0,2,3,5.05367182588873,0,0,1,0.4719531241016264,0
1734359964,USB-4395,76,7,2,16,7.308961076371398,0,1,0,1.0,1
1734359965,USB-7949,10,2,0,5,4.670239211282653,0,0,1,0.7502389437365296,0
1734359966,USB-2480,89,8,3,14,5.684369304836638,1,1,1,1.0,1
1734359967,USB-7529,11,1,0,0,6.259855683160094,0,0,0,0.3995491156799568,0
1734359968,USB-1483,85,12,4,20,6.423830448688009,1,0,0,1.0,1
1734359969,USB-1582,87,8,3,11,5.890346884637735,1,0,0,1.0,1
